,pharmacy_lookup,sample,covid_vacc_trial,resp_black,flu_season,survey_platform,T,T_cc,T_lay,T_ackn
2444,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2445,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
2446,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2447,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2448,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2449,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2450,6.0,season 2 qualtrics,,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2451,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2452,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2453,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2454,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2455,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2456,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2457,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2458,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2459,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2460,,season 2 lucid2,,1.0,1.0,Lucid,CC,1.0,0.0,
2461,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2462,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2463,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2464,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2465,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2466,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2467,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2468,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2469,,season 2 qualtrics,,0.0,1.0,Qualtrics S2,CC,1.0,,
2470,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2471,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2472,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2473,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
2474,,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2475,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2476,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2477,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2478,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2479,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2480,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2481,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2482,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2483,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2484,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2485,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2486,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2487,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2488,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2489,6.0,season 2 lucid,,1.0,1.0,Lucid,"CC,lay",,1.0,
2490,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2491,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2492,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2493,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2494,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2495,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2496,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2497,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2498,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
2499,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2500,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2501,,facebook,,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2502,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2503,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2504,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2505,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2506,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2507,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2508,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2509,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2510,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
2511,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2512,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2513,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2514,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2515,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2516,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
2517,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2518,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2519,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2520,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2521,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2522,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2523,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2524,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2525,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2526,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
2527,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2528,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
2529,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2530,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2531,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2532,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2533,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2534,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2535,5.0,season 2 lucid,1.0,0.0,1.0,Lucid,CC,1.0,,
2536,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2537,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2538,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2539,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2540,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2541,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2542,,season 2 lucid,,0.0,1.0,Lucid,D,0.0,,
2543,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2544,5.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2545,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2546,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2547,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2548,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2549,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2550,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2551,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2552,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2553,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2554,5.0,season 2 lucid,1.0,0.0,1.0,Lucid,CC,1.0,,
2555,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
2556,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2557,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
2558,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2559,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2560,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2561,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2562,,season 2 lucid2,,0.0,1.0,Lucid,D,0.0,,
2563,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2564,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
2565,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2566,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2567,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2568,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2569,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2570,6.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
2571,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2572,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2573,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2574,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2575,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2576,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2577,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2578,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2579,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2580,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2581,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2582,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2583,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2584,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2585,6.0,season 2 lucid,1.0,0.0,1.0,Lucid,CC,1.0,,
2586,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2587,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2588,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2589,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2590,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2591,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2592,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2593,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2594,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2595,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2596,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2597,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2598,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2599,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
2600,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2601,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2602,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2603,5.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2604,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2605,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2606,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2607,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2608,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2609,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
2610,6.0,season 2 lucid,1.0,0.0,1.0,Lucid,CC,1.0,,
2611,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2612,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2613,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2614,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2615,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2616,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2617,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2618,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2619,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2620,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
2621,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2622,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2623,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2624,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2625,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2626,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2627,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2628,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2629,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2630,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2631,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2632,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2633,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2634,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2635,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2636,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2637,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2638,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2639,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2640,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2641,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2642,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2643,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2644,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2645,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
2646,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2647,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2648,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2649,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2650,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
2651,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2652,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2653,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2654,6.0,season 2 lucid2,,1.0,1.0,Lucid,"CC,lay",,1.0,
2655,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2656,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2657,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2658,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2659,6.0,season 2 lucid,1.0,0.0,1.0,Lucid,D,0.0,,
2660,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
2661,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2662,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2663,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2664,,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2665,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2666,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2667,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2668,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2669,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2670,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2671,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2672,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
2673,6.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
2674,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2675,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2676,6.0,season 2 lucid,1.0,0.0,1.0,Lucid,D,0.0,,
2677,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2678,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2679,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2680,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2681,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2682,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2683,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2684,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2685,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2686,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2687,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2688,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
2689,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2690,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2691,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2692,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2693,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2694,,season 2 lucid,,1.0,1.0,Lucid,"D,AN",,,1.0
2695,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
2696,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2697,,season 2 lucid2,,1.0,1.0,Lucid,D,0.0,,0.0
2698,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
2699,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2700,,season 2 lucid,,1.0,1.0,Lucid,CC,1.0,0.0,
2701,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2702,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2703,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2704,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2705,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2706,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2707,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2708,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2709,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2710,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2711,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2712,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2713,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
2714,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2715,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2716,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2717,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2718,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2719,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2720,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2721,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
2722,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2723,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2724,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2725,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2726,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2727,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2728,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2729,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2730,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2731,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
2732,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2733,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2734,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
2735,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
2736,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2737,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2738,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2739,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
2740,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2741,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2742,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2743,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
2744,5.0,season 2 lucid,1.0,0.0,1.0,Lucid,CC,1.0,,
2745,,season 2 lucid,,0.0,1.0,Lucid,CC,1.0,,
2746,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2747,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2748,5.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
2749,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2750,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2751,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2752,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2753,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2754,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2755,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2756,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2757,6.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2758,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2759,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2760,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
2761,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2762,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2763,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
